Periodo ,ANTIOQUIA,BOGOTA DC,BOYACÁ,CALDAS,CAUCA,CUNDINAMARCA,NARIÑO,QUINDÍO,RISARALDA,VALLE DEL CAUCA,REGIÓN 1,ARAUCA,ATLÁNTICO,BOLÍVAR,CAQUETÁ,CASANARE,CESÁR,CÓRDOBA,GUAVIARE,HUILA,LA GUAJIRA,MAGDALENA,META,NORTE DE SANTANDER,PUTUMAYO,SANTANDER,SUCRE,TOLIMA,REGIÓN 2,NACIONAL
Jan-08,73609498.60,,18843690.39,4785911.00,892856.00,70912463.96,9625806.00,3311389.40,940720.00,3063868.00,185986203.35,147700.00,4233618.80,3845169.88,8608068.00,49046.00,18686944.79,7130218.62,,628525.87,128624.00,5558661.00,730748.17,706260.00,,4869626.00,4193876.12,332238.82,59849326.08,245835529.43
Feb-08,63957645.89,,17406274.19,4737965.12,962645.00,56688151.32,9052061.00,2906306.00,894797.79,2867952.00,159473798.31,143534.00,2335522.00,3683381.96,9162970.00,41217.00,16610122.00,5389181.80,,586154.00,36745.00,7061578.00,1028574.71,737257.00,,4726962.07,1692086.87,346643.00,53581929.40,213055727.70
Mar-08,66905147.00,,16962408.50,5141336.00,1069200.79,61147052.85,8395971.26,2867567.00,721153.19,2871435.24,166081271.84,134710.49,2351029.00,4096516.41,8813814.00,48195.00,16119151.01,4884557.62,,745951.58,38585.00,5410610.57,945660.73,1021440.00,,4933623.23,1540658.50,388297.30,51472800.44,217554072.27
Apr-08,67383870.97,,17853955.43,5034305.37,1046277.00,60080395.52,9251721.00,2809110.00,1067877.10,3048632.40,167576144.80,141422.09,1998343.03,4407239.45,9553906.00,46254.00,17680543.84,4812516.52,,785776.84,29278.74,6206853.99,865938.35,1089897.00,,5157410.62,1670636.43,462102.72,54908119.62,222484264.43
May-08,79123350.00,,16181284.00,5213326.00,1122881.00,59242112.00,8503584.00,2997985.00,1008957.00,2596959.00,175990438.00,116746.00,3236798.00,5278693.00,8882285.00,48493.00,21861484.00,7471203.00,,654183.00,48107.00,6374235.00,1020885.00,1204067.00,,4040982.00,2037721.00,399348.00,62675230.00,238665668.00
Jun-08,66736756.95,,18538776.84,4945978.84,1095608.00,62783396.78,8884726.00,2902791.00,947222.00,2985070.39,169820326.80,162454.96,3214440.12,5380215.23,8164169.71,18930.00,26583199.35,8375073.67,,689908.00,59801.00,7943949.67,908863.88,1175519.00,,5416043.42,2437736.50,660749.55,71191054.06,241011380.85
Jul-08,67672960.88,,19325822.07,4738868.42,1127330.00,62097887.30,9094165.00,2997245.00,863489.00,3091068.98,171008836.65,151584.70,3869943.82,5200724.77,7588979.00,18883.00,26978872.89,8777095.06,,764557.16,165449.70,7991714.00,928025.49,1342883.00,,5431039.18,2921081.67,636742.44,72767575.87,243776412.52
Aug-08,77574090.86,,19341161.00,4828351.00,1233870.00,63417461.54,8683349.00,3449614.00,969508.00,3297525.92,182794931.32,128715.00,3912441.49,4712809.50,6257818.00,15773.00,26035464.00,9108029.46,,1233061.00,57161.17,7441745.97,1470079.16,1238646.00,,5292461.05,3285273.68,591500.00,70780978.48,253575909.81
Sep-08,62399349.00,,20722673.00,4325502.00,1171302.00,58516663.00,8478832.00,2737975.00,899774.00,3224802.00,162476872.00,152585.00,3832000.00,3932990.00,6475818.00,18883.00,23682020.00,6788223.00,,910540.00,46115.00,6757698.00,928025.00,1308521.00,,4564259.00,3080152.00,555719.00,63033548.00,225510420.00
Oct-08,72104332.43,,17816142.57,5331264.00,1134684.00,58836130.89,8389381.70,3189092.00,926166.00,3541696.00,171268889.59,100246.00,3542433.00,3963617.00,5944248.41,14767.00,21424479.11,7275607.93,,1025222.00,45607.00,6349214.40,825999.00,1235374.00,,4037277.00,2523169.37,431444.08,58738705.30,230007594.90
Nov-08,59068633.00,,19102380.79,4032535.00,1120594.00,59291871.40,8049075.00,2522703.00,761098.56,3251351.43,157200242.19,151553.25,2754688.00,4203767.21,6314337.14,12487.00,19818333.16,5899301.00,,1465812.00,41939.00,5496795.08,1086535.53,1138822.00,,4084335.35,2655188.19,485489.64,55609383.55,212809625.74
Dec-08,64381897.00,,17506363.26,4390552.18,1086086.00,56828556.13,8525550.00,2575578.00,869131.00,3153461.00,159317174.58,92231.00,3244517.00,3679903.00,6965154.00,7060.00,17696047.00,6366584.00,,1169676.00,39211.00,4899197.26,951006.00,1091707.00,,3495598.00,2227189.00,375142.70,52300222.96,211617397.54
Jan-09,68355379.14,,18917212.00,4478599.12,1169631.00,58391682.99,8435587.60,2894373.00,773758.00,3776375.19,167192598.04,104242.00,2866787.73,3073925.50,7421422.00,6525.00,16220288.00,6381661.31,,1215878.00,43510.00,4219186.16,1382300.49,1212166.00,,4197458.00,2294601.55,489364.42,51129316.17,218321914.21
Feb-09,61482223.45,,15754418.00,4238668.00,1091057.22,51286030.28,7562386.00,2689161.00,732936.00,3297705.79,148134585.74,102270.00,2046532.49,2690249.43,8036761.00,6617.00,15903335.00,5210255.99,,1247266.00,36167.00,3663996.57,1478548.37,1179544.00,,5128696.41,1951828.22,471819.95,49153887.41,197288473.15
Mar-09,64846224.21,,16877386.86,4549362.20,1194876.00,56733813.21,8347366.00,2660396.00,864418.00,3550519.49,159624361.96,96602.00,2221772.99,2952786.17,5979726.47,7915.00,14885247.49,5141842.71,,1555408.22,35910.00,4168228.74,1384279.94,1307196.00,,4767460.21,1855296.21,468972.24,46828644.39,206453006.35
Apr-09,75535315.80,,16953130.00,4566313.00,1134581.00,62391787.00,7162172.00,3248015.82,833440.00,3132793.00,174957547.62,131001.00,2402997.00,2748716.55,6904329.84,9855.00,16688611.54,6380701.32,,1453168.00,33807.10,5080954.59,1979811.83,1229595.00,,4393293.04,2065001.12,487152.71,51988995.66,226946543.28
May-09,64528295.53,,17466787.01,4736250.00,1262639.00,63341197.87,7424835.51,2579613.00,862704.00,3392539.73,165594861.65,105332.00,2601758.60,4439909.90,6677232.13,12807.00,18529399.45,7063323.66,,1346991.00,98976.00,6293485.26,1733593.23,1288528.00,,4200699.98,2191625.48,516976.17,57100637.86,222695499.51
Jun-09,62355023.07,,16254260.19,4681589.23,1161204.82,61932207.72,7214079.48,2637645.20,810901.00,3352413.59,160399324.31,107139.00,2985560.69,4550933.34,5474244.63,11571.00,17658513.41,7587593.50,,1163817.00,95174.00,6452441.93,1655520.49,1212662.00,,4345459.33,2802369.80,532185.60,56635185.72,217034510.02
Jul-09,73038218.16,,16330466.51,4711774.00,1175933.13,64110694.32,7629096.04,3275883.38,861351.00,3368769.00,174502185.54,114306.00,3125865.71,4926683.54,5025588.84,10371.00,18175600.25,8451370.19,,1305519.00,155973.00,6889909.11,1505602.92,1263313.00,,4074405.30,3274143.33,462688.91,58761340.11,233263525.65
Aug-09,61534469.08,,15983483.28,4634984.00,1139542.33,61190079.90,7735122.65,2759303.01,862307.00,3296368.96,159135660.21,120166.78,2893196.98,5054114.12,4567537.52,8557.00,19526470.57,6833889.95,,1060564.00,59045.83,6547206.09,2139848.09,1233745.35,,4382228.61,4122167.80,407203.15,58955941.83,218091602.04
Sep-09,59869629.51,,15379703.70,4896936.75,1047161.40,60609571.22,7260109.30,2715737.98,819574.00,3156487.55,155754911.40,121263.24,3193157.08,4549878.27,5553467.23,7920.00,18985144.28,6545299.62,,835756.00,47784.00,6307318.42,2028550.47,1145855.00,,3769436.00,3495562.05,415794.19,57002185.87,212757097.27
Oct-09,70211078.46,,15574301.00,4922481.98,1012137.00,62792027.51,7295207.00,3300247.18,878594.00,3123543.53,169109617.66,107221.00,3440469.51,4580470.98,5443438.00,7917.00,17903832.53,7354678.97,,717245.00,48327.52,6099451.44,2065750.92,1112182.00,,4499459.30,2934505.00,427068.49,56742017.65,225851635.31
Nov-09,59266403.49,,15698701.20,4598601.70,1066409.00,58044322.78,6837859.60,2737342.33,879400.00,3122084.31,152251124.41,166294.03,3148568.40,4312328.94,5138525.00,6026.00,16094406.00,6200975.26,,727294.00,40685.00,5625022.19,1730332.30,1057536.00,,4213480.05,2495487.50,433525.91,51390486.57,203641610.99
Dec-09,68046190.50,,17457535.10,5054061.80,1109873.70,65364976.82,7096503.00,3101691.47,974650.00,2960939.06,171166421.45,178134.61,2879871.87,3665729.51,5833444.00,6340.00,13974765.00,6560216.76,,794319.00,36693.00,5150974.18,1900102.48,1088999.00,,4128477.90,2314993.00,439208.55,48952268.87,220118690.32
Jan-10,68849863.00,,14558191.00,5024173.89,1159499.80,59215101.52,7157516.78,3138603.01,951392.92,3356405.15,163410747.07,88643.26,2573743.47,2968875.41,4942404.67,4692.00,11729769.12,5809609.09,,790466.59,35104.00,4394075.92,1770890.96,1101498.37,,4088901.40,1941637.93,408907.99,42649220.19,206059967.26
Feb-10,61135947.00,,12717357.50,4585041.00,1483025.00,50880605.60,6752696.30,2730736.60,803950.00,3191649.00,144281008.00,132900.00,2237549.00,2060951.00,6917830.00,4084.00,10767480.00,4339307.50,,813159.00,17580.00,3284449.00,1466926.00,995311.00,,3995517.00,1879533.50,390766.00,39303343.00,183584351.00
Mar-10,62619513.20,,14824979.30,5494256.00,1578668.00,58916020.80,7643281.60,2955793.80,939280.00,3403740.00,158375532.70,289699.00,2024021.00,2388890.00,7777183.00,90449.00,12524193.00,5635948.00,,1061692.00,20315.00,3735544.00,1912537.00,2057636.00,,3891622.00,1948511.30,502775.00,45861015.30,204236548.00
Apr-10,75638638.69,,14845159.73,5428332.00,1566397.40,60452759.18,7322789.70,3612082.30,970191.00,3626058.49,173462408.49,288944.00,2687554.00,2772577.00,7805395.22,66131.00,10162347.98,7681509.99,,1171771.00,22539.00,4666028.00,2166042.00,1831864.40,,3562712.72,2172089.00,471358.00,47528863.31,220991271.80
May-10,69293863.60,,16561634.02,5646668.73,1648209.70,64638887.83,7857606.50,3099174.90,990488.00,3934054.00,173670587.28,284497.00,3026091.00,4096647.00,7182068.68,68335.00,15648577.00,8837635.63,,1236937.00,23390.00,5974469.00,2277144.00,2189209.00,,3872768.00,2422195.51,539929.00,57679892.83,231350480.11
Jun-10,69136726.50,,16348261.68,5479136.00,1706301.00,62617855.84,8039983.60,3039508.70,959964.00,4096509.00,171424246.31,222563.00,3301247.00,4378463.00,6856633.58,59189.00,17411330.21,9150515.80,,1285530.00,33869.00,6294544.00,2033242.00,2040363.00,,4003970.00,3174810.20,601409.00,60847678.79,232271925.11
Jul-10,82252225.91,,17666418.68,5491451.00,1753011.20,65139019.55,7959792.30,3489803.10,1022579.00,3909240.00,188683540.75,207522.00,4391874.99,4201870.10,7471304.07,56187.25,18699920.45,9620483.00,,1317011.00,39259.00,6132817.00,1929349.00,2150298.00,,4185244.00,2819302.00,618559.00,63841000.85,252524541.60
Aug-10,72265844.10,,17757058.95,5170144.40,1687863.00,62825217.09,7786722.80,2891629.30,1293673.00,3906848.00,175585000.64,226543.83,4142314.00,3347814.39,7737170.13,55518.00,16891340.00,7611957.66,,1268029.00,49440.00,5757437.00,1839023.00,2054871.00,,3910956.00,2497703.40,434637.00,57824754.41,233409755.05
Sep-10,81520067.12,,17047571.68,5035159.51,1614545.00,66138650.06,7777779.90,3299467.00,1176160.00,3707194.00,187316594.27,234337.64,4583572.00,3108991.02,10782666.61,66831.00,15923076.00,7682517.74,,1161545.00,44412.00,4994532.00,1869052.00,1868195.00,,3452737.00,5683502.86,498599.00,61954566.87,249271161.13
Oct-10,79574907.36,,17982957.10,5033234.98,1692293.30,64590600.67,7856017.20,2673453.70,1108977.00,3739942.00,184252383.31,241046.43,4148920.00,2827317.26,7881515.99,60485.00,15084827.49,6557024.35,,1152302.00,43647.00,4262640.00,1989971.00,1747956.00,,3367185.00,2235630.50,499966.00,52100434.01,236352817.32
Nov-10,69606313.34,,17153689.87,4888919.15,1603114.00,61361298.52,7083288.00,2433982.00,1083434.00,3516677.05,168730715.92,249064.87,3522875.00,2229935.23,5547288.31,55205.59,11821808.28,6171028.00,,1061393.91,44166.00,3000364.00,2004658.00,1521510.00,,2892491.00,2037373.57,539511.57,42698673.31,211429389.23
Dec-10,77001626.05,,16665810.28,4447274.64,1457839.80,64568174.53,6551280.30,2567866.20,1075688.00,3236180.24,177571740.04,260540.77,3442858.00,1706281.02,8362833.52,60547.13,10893035.64,6470255.70,,1168406.00,45407.00,2504887.00,2102267.00,969244.00,,3315791.57,1802480.50,517854.22,43622689.07,221194429.11
Jan-11,75467060.83,,16228587.33,4738313.16,1677199.35,64672090.09,7668320.65,2430168.10,1763121.00,3481538.00,178126398.50,144392.95,3384728.00,1613467.00,9039746.16,65179.00,11876620.00,4807506.23,,1143750.00,45126.00,2838157.00,2532194.63,1669832.00,,4016598.00,1574794.00,529947.00,45282037.97,223408436.47
Feb-11,70707553.00,,15033225.32,4557025.50,1633981.59,57539667.66,7294727.65,2396762.50,829177.00,3307507.00,163299627.22,150745.00,2681534.00,1717176.95,8546266.12,107449.00,10644503.01,4438442.76,,1164766.00,30943.00,2815462.00,2306778.15,970278.00,,3307051.56,1410117.00,535575.00,40827087.54,204126714.76
Mar-11,86415322.12,,17532296.70,5207931.10,1892950.95,66472768.89,7996370.78,3021558.50,891693.00,4051557.00,193482449.04,193789.00,2654136.00,2625074.40,7079017.00,138632.00,11589508.00,5449216.80,,1191329.00,27399.00,2995780.00,2769899.03,1854525.00,,3918892.74,1916725.00,596351.00,45000273.97,238482723.01
Apr-11,75353758.73,,16892783.81,4685965.26,1706469.65,62592098.56,8115083.84,2479922.20,854378.00,3716655.00,176397115.05,194789.00,2663150.00,3425553.69,9584762.00,71750.00,13454674.64,5420595.10,,1241619.00,25209.00,4442857.00,2621496.88,1714675.00,,3849971.00,1882395.00,588312.00,51181809.31,227578924.37
May-11,76144993.15,,16704622.63,4843303.00,1802530.00,62068612.97,9251003.09,2500898.40,858044.00,3906982.00,178080989.25,216876.00,3355643.00,3837115.61,8768906.00,80413.00,16737208.00,6625961.39,,1254689.26,28251.00,5145639.00,2653485.79,1019669.00,,3963517.00,2663735.00,632491.79,56983600.84,235064590.09
Jun-11,87558945.62,,16543364.96,4817504.00,1846871.08,61798571.06,10251545.63,3139830.40,829447.00,4038843.00,190824922.75,186006.00,4114529.00,3890066.81,8934090.00,78874.00,18284087.12,7773647.80,,1245041.00,39419.00,5430436.00,2654137.98,1633703.00,,3785274.00,2929167.00,600721.00,61579199.71,252404122.46
Jul-11,76478819.65,,16909965.19,4990009.13,1866233.87,61048620.11,9902792.33,2600592.40,847672.00,4069313.00,178714017.68,187331.00,4329271.00,3698366.31,8349413.00,52668.74,18962635.00,6185018.60,,1212823.00,39563.00,4388497.00,2672852.36,1794175.00,,3792961.00,2590226.05,627109.34,58882910.41,237596928.09
Aug-11,74039209.35,,16246701.82,4973456.93,2015480.71,60063659.48,9613223.99,2615427.90,853482.00,4312635.00,174733277.18,163264.00,4232958.00,3454324.07,8711606.00,58339.00,16981863.44,5577745.00,,1281865.00,29278.00,5070676.00,2460887.78,1645419.00,,3758656.00,2232104.00,506307.00,56165292.29,230898569.46
Sep-11,83988559.01,,16378573.32,4699003.00,1779248.55,61279086.37,10335362.45,3187769.30,818268.00,3743836.00,186209706.00,189893.64,4149632.00,3115922.05,8983600.00,46523.00,16248166.91,5917415.40,,1199894.00,27124.00,4558583.00,2285794.20,1517126.00,,3491087.00,2246056.07,495309.00,54472126.28,240681832.28
Oct-11,72073403.90,,16753390.46,4634412.97,1891390.84,61265086.61,10225665.40,2603229.90,798627.00,3705069.00,173950276.09,155998.00,3651529.00,2940533.46,9070494.00,74321.00,16040234.29,4955829.90,,1189645.00,28085.00,3902004.00,2388341.95,1476829.00,,3420050.00,1903129.00,531354.00,51728377.60,225678653.69
Nov-11,70910290.52,,16858376.02,4240713.00,1883218.34,60276973.71,10053575.66,2659175.00,708540.00,3445154.00,171036016.25,184763.00,2952026.00,2414616.19,9266866.56,78757.00,13477221.00,4796140.70,,848148.00,22931.00,3048242.00,2569601.85,1261069.00,,3082072.00,1678777.00,477304.00,46158535.29,217194551.54
Dec-11,82029385.38,,17599492.80,4122915.68,1776615.58,65132378.13,10125862.98,3173559.20,715214.00,3250630.00,187926053.75,198167.00,2875620.00,2036458.70,9883805.00,71556.00,12626525.00,5500964.00,,1154613.00,14904.00,2942744.00,2739429.67,818655.00,,3225235.00,1594747.50,423701.58,46107125.45,234033179.19
Jan-12,76209231.42,,17586555.58,4241323.00,1992117.06,63111929.97,9610556.00,2929714.00,899910.00,3949906.00,180531243.03,216657.00,2734256.00,1900929.44,10117123.99,61208.00,13420650.31,5234201.80,,1127556.00,236895.00,3151749.00,3035284.34,862340.00,,3458791.00,1693070.00,410327.88,47661039.76,228192282.79
Feb-12,74507558.25,,16317211.02,4161203.19,1952793.00,60461511.66,8928457.00,2765667.60,841280.00,3668171.00,173603852.71,198544.00,2900611.10,2059070.21,9642598.31,55851.00,11566743.00,4643268.70,,1155364.00,212862.00,2876624.00,2945120.49,833298.00,,3685797.86,1580345.00,578299.86,44934397.52,218538250.23
Mar-12,88903938.95,,16273520.87,4729426.15,2104783.23,63883555.88,9578265.68,3438310.00,945965.00,3937860.00,193795625.77,213952.00,2485826.00,2390388.31,10292195.00,60149.18,11478634.00,4657260.00,,1152903.62,377652.00,2999014.00,3310434.73,881442.00,,3697970.32,1449953.00,412149.46,45859923.62,239655549.39
Apr-12,80791575.22,,18410040.06,5649621.89,1964285.43,66650878.03,9561723.29,2790653.00,929204.00,3908245.83,190656226.75,269166.00,2900739.00,2756328.00,9881274.55,62463.00,9482995.27,4467923.45,,1100313.00,447043.00,3661249.00,3120698.47,1768010.67,,5652354.50,1381109.00,540612.00,47492278.91,238148505.67
May-12,93623319.06,,17833617.02,4768753.19,2075731.96,67052582.05,10102484.63,3400058.00,873920.00,4097888.21,203828354.11,235449.09,4163732.00,4006600.31,9298618.00,72950.00,19130291.00,7069161.00,,1108522.00,342358.00,5230332.00,3172308.93,1120747.00,,4566536.90,2299698.00,493330.00,62310634.23,266138988.35
Jun-12,80182316.41,,16220506.40,4697303.00,1968982.00,63689756.47,9799658.77,2621103.00,903668.00,4167316.07,184250610.13,236209.50,4098342.00,4616980.67,9050407.17,57216.00,18521441.37,7435505.00,,1341668.00,338747.00,5613203.00,2937972.36,1160410.09,,4289238.47,2620108.26,531917.00,62849365.90,247099976.03
Jul-12,80054665.61,,17327085.70,4982790.00,1940385.81,67800509.04,9813148.33,2944306.00,931748.00,3959949.67,189754588.15,272521.63,3346676.00,4932450.06,8379624.00,47705.00,19965878.40,7359259.52,,1035127.00,295967.00,5990734.00,2837566.75,1319096.74,,4687856.94,2574161.60,518220.00,63562844.65,253317432.80
Aug-12,92362772.96,,19960610.09,5444958.87,1624509.04,73025197.43,9786320.20,3552797.80,917364.00,4232706.50,210907236.89,314803.00,4301017.90,4910003.00,8228225.00,56584.00,20682276.89,7687201.20,,885909.00,555920.00,6114767.00,2661206.48,2195623.67,,6720609.50,2929582.42,780043.00,69023772.05,279931008.95
Sep-12,78855446.08,,18848010.85,5382028.22,1450341.35,69847194.83,8801398.88,2880972.80,834837.82,3709472.49,190609703.32,229195.00,3709869.00,5608705.00,8613079.00,54596.00,19798405.89,6417389.00,,788280.00,845254.00,6061465.00,2692172.93,1343154.00,,6748037.50,2708963.00,415874.00,66034439.32,256644142.64
Oct-12,78069424.78,,18693741.30,5267596.11,1518901.73,69130877.11,8507688.38,2770405.67,835916.00,3825750.19,188620301.27,230420.00,3630388.00,5089062.00,7961164.00,72589.00,18115688.12,5875435.18,,801474.00,1971455.00,6546776.75,2726361.38,1571105.00,,5879653.17,2536295.45,592664.89,63600531.95,252220833.22
Nov-12,89512754.71,,18308549.25,5565901.27,1614805.27,70944541.90,8066341.89,3426754.00,939836.00,3825021.35,202204505.64,235326.00,3382984.00,4616915.00,9389498.00,80565.00,15454158.39,6793768.00,,945964.00,1858607.00,5689276.00,2853120.81,1524850.00,,6243908.70,2770412.33,627744.00,62467097.23,264671602.87
Dec-12,82003628.90,,18613127.14,6195455.36,1691973.21,72155178.36,8923598.54,3026999.00,1035183.00,3922076.00,197567219.52,290326.00,1791308.00,4089093.00,9949848.00,96494.00,14068376.67,5832038.00,,987999.00,1611527.00,4999859.00,2910754.97,1514307.00,,6489746.30,2332710.33,549198.00,57513585.27,255080804.79
Jan-13,91909534.68,,18665600.03,6084483.38,1901356.78,71209168.08,9179876.37,3592743.00,1024770.00,4269205.38,207836737.69,272023.00,2020387.00,3543209.00,10442947.00,103225.00,10869873.38,5243187.00,177234.00,1074564.00,1204687.00,4285656.00,3818150.68,2050578.00,,6591984.00,2035484.34,528250.00,54261439.40,262098177.09
Feb-13,77696685.82,,16656544.57,6067315.95,1643233.51,62037716.86,6424944.91,3000745.00,905351.00,3707604.37,178140141.98,267023.00,5045625.00,2783239.00,9994103.00,102248.00,8584141.00,4040056.00,152625.00,1036911.00,836284.00,3115066.00,3401893.45,2116530.00,,6381445.00,2061330.53,528362.00,50446881.98,228587023.96
Mar-13,82187361.73,,18013492.67,6140740.40,1678909.36,67260172.68,7711816.96,3207435.00,1022132.00,4051557.00,191273617.80,264023.00,2056094.80,3485961.30,7575954.00,86924.88,10605122.90,3888394.00,207621.00,997495.00,946321.00,3810086.70,4213270.84,2253688.00,,6808142.89,2180215.73,562541.00,49941857.04,241215474.84
Apr-13,82304387.95,,18646902.72,5758817.00,1988292.55,67924541.81,8946693.02,3107095.00,986740.00,3716655.00,193380125.04,141129.00,2132827.00,3644302.00,10530437.18,120116.00,12915823.62,4419472.00,208120.00,1211018.32,840074.00,4568574.00,4179341.31,2000576.00,,7374946.48,2163990.36,584446.00,57035193.28,250415318.32
May-13,95263881.64,,19897472.75,6160883.72,2003331.81,73838739.31,9400266.36,3795833.00,880184.22,3906982.00,215147574.81,189370.00,2650912.00,4263881.00,9222988.38,101294.00,15743932.64,6150842.89,212742.00,1193155.00,988384.00,5659901.00,4136952.37,2244226.00,,7605887.78,2412320.50,755596.00,63532385.56,278679960.38
Jun-13,80761890.70,,18806523.42,5642795.70,1858111.40,69418557.88,9266941.74,3122443.00,1018374.00,4038843.00,193934480.84,196834.00,2904129.00,4400119.87,9578388.92,111501.00,16515435.62,5887216.00,170201.00,1164050.00,1375399.00,6510534.00,3565599.96,2161933.00,,7585566.61,3632406.00,559583.00,66318896.97,260253377.81
Jul-13,85232117.79,,19209948.32,5640278.00,1899970.72,71833527.68,9525358.81,3170374.00,1060608.00,4069313.00,201641496.31,199995.00,3319680.00,5265101.00,8499894.95,111065.00,16885733.31,5856291.00,157526.00,1144972.69,1611548.00,7429843.00,3715196.61,3176651.00,,7990648.25,3215154.03,588098.00,69167397.86,270808894.17
Aug-13,95507378.75,,14579533.02,5716365.00,1496548.00,77950251.22,9613223.99,3765787.00,950081.00,4312635.00,213891802.99,190495.00,3645649.00,5247953.00,5915600.40,71093.53,17596974.84,6562229.00,103966.00,918312.00,1658416.00,7523011.00,2804251.32,2347507.00,,8010240.89,3287178.00,506307.00,66389183.98,280280986.97
Sep-13,82458810.23,,16808811.65,5269207.68,1508517.27,66245262.08,10335362.45,3151666.00,920399.00,3743836.00,190441872.36,129186.00,3528844.00,5081343.00,4013671.28,125960.00,16592335.02,5461635.00,122371.00,544061.00,1521029.47,7093536.50,3926045.28,2270568.00,,7681164.20,2675116.88,495309.00,61262175.63,251704047.99
Oct-13,94281777.66,,18808981.96,5414445.00,1431950.27,72912032.95,10225665.40,3801471.00,995963.00,3705069.00,211577356.23,130516.00,3608960.00,5067992.00,8129405.65,86640.59,18124242.57,6042845.00,150364.00,949981.00,1773899.00,6776341.00,2996604.36,2234145.00,,7798949.59,2892917.00,531354.00,67295156.76,278872512.99
Nov-13,80079874.44,,20335406.37,5591312.00,1514833.06,70237394.32,9166364.85,3050202.00,971206.00,4008239.37,194954832.41,126980.00,3243006.00,4753909.00,9065900.70,120134.00,16347961.20,4915255.63,158106.00,920654.00,1428625.31,5857434.00,3195590.99,2221052.00,,7678278.39,2026269.00,323972.00,62383128.22,257337960.63
Dec-13,85292071.43,,19690904.00,5832249.00,1528124.20,75670766.44,10553020.30,3210653.00,980158.00,3904563.00,206662509.37,190873.00,2926356.00,4333330.00,9446754.00,149615.00,14749402.09,5581658.00,187921.00,965767.00,1098890.00,5657566.00,3563229.00,2941704.00,,7561625.00,2036018.00,415803.00,61806511.09,268469020.46
Jan-14,94780021.75,,20489984.76,5880220.44,1740272.19,78398491.09,10019941.74,3626218.00,993954.00,4444167.00,220373270.97,190698.50,2561243.00,3911365.00,9800577.00,298797.00,12549125.70,5204417.00,231110.00,1074730.00,1113224.00,4774525.00,3608654.00,2160191.00,,7642601.00,2426258.80,425127.11,57972644.11,278345915.08
Feb-14,81604253.54,,18695249.11,5349069.00,1758636.49,70166565.93,9078412.61,3209189.00,878428.00,4056852.00,194796655.68,176166.50,2409503.00,3154485.00,9694067.42,134138.00,9812406.30,3771881.00,195604.00,1113492.00,843163.00,3484230.00,2651222.00,1996617.00,,7546930.00,1473800.70,442115.11,48899821.03,243696476.71
Mar-14,85372605.10,,23372465.52,5922541.00,1962325.11,72094280.89,9563889.09,3272225.00,1016070.00,4510794.00,207087195.71,189619.00,3037984.00,3443139.00,10127194.00,281278.00,10481557.00,3431821.00,209012.00,1077248.00,901800.00,3716186.00,3103548.00,2515100.00,,8329617.00,2786839.00,482792.00,54114734.00,261201929.71
Apr-14,86628717.15,,21337308.79,6114764.56,1933967.19,71015849.07,9204334.01,3278946.00,996050.00,4323946.08,204833882.85,171126.50,3405291.00,2853503.50,10100486.00,289124.00,10244427.43,2927046.00,193472.00,972708.00,834906.00,3545755.00,3290909.00,2448978.00,,7735253.00,2254847.81,446560.56,51714393.80,256548276.65
May-14,94172038.00,,20991631.95,5884944.03,1935902.15,78995542.81,9948073.74,4124176.00,1087049.00,4286301.00,221425658.67,161481.50,3535539.00,3965522.00,6247480.33,297006.53,13968002.33,4979680.00,101013.00,945168.00,1143695.00,5076118.00,3252148.00,3572237.00,,7568423.00,2912012.19,448954.11,58174480.00,279600138.68
Jun-14,86807937.37,,20795278.29,5655584.00,1966621.07,77886100.28,9960441.00,3316432.00,1096653.00,4408372.00,211893419.00,421631.50,2852848.00,4842946.00,8819989.00,399311.00,15685358.33,5743550.00,167400.00,1065643.75,1288895.00,6129692.00,3480356.42,2551048.00,,7825487.00,3055739.61,396949.00,64726844.61,276620263.61
Jul-14,101459960.83,,20250939.63,5952561.92,1987250.90,81547285.16,10930001.06,4189124.00,1181955.00,4289875.00,231788953.49,375272.50,2937302.00,4807578.00,7511782.00,352447.00,15894643.20,6679365.00,167400.00,1055519.80,1189523.00,6643787.00,3304107.72,2467465.00,,7908690.00,2176108.14,529879.11,64000869.47,295789822.96
Aug-14,85932622.77,,19076780.35,5764834.36,1788766.93,77566114.97,10908674.88,3429882.00,1140348.00,3968651.00,209576675.26,370176.50,2619844.00,4682615.00,7486872.09,218309.00,14736197.70,5826054.00,167399.75,1021862.80,792358.00,7119458.00,3004072.42,2335734.00,,7736123.00,2801937.24,418644.11,61337657.61,270914332.87
Sep-14,86651300.41,,17845157.87,5510774.36,1554377.46,74523065.67,10405955.00,3338925.00,1117006.00,3513068.50,204459630.26,198989.50,2986014.00,4961487.00,7646878.33,173913.00,16622855.88,5048449.00,167399.75,849814.00,1069405.00,7857599.00,2854448.42,2299279.50,,7352158.00,2630690.31,394329.11,63113709.80,267573340.06
Oct-14,100874172.00,,18169418.93,5924795.19,1658888.28,79132441.30,10667190.13,4180070.00,1208798.00,3687056.00,225502829.83,187721.50,3296360.00,5084208.00,8118028.42,141991.00,16946871.70,5571109.00,167399.75,871854.00,1635324.00,8416803.00,2996134.42,2361501.00,,7370622.00,3331467.19,382324.11,66879719.09,292382548.92
