Periodo ,ANTIOQUIA,BOGOTA DC,BOYACÁ,CALDAS,CAUCA,CUNDINAMARCA,NARIÑO,QUINDÍO,RISARALDA,VALLE DEL CAUCA,REGIÓN 1,ARAUCA,ATLÁNTICO,BOLÍVAR,CAQUETÁ,CASANARE,CESÁR,CÓRDOBA,GUAVIARE,HUILA,LA GUAJIRA,MAGDALENA,META,NORTE DE SANTANDER,PUTUMAYO,SANTANDER,SUCRE,TOLIMA,REGIÓN 2,NACIONAL
May-22,109868106.00,,27084754.50,4928809.00,1404549.00,81292788.70,13018282.00,2721206.00,946301.00,4655885.00,245920681.20,121624.00,4661822.00,2286041.00,11804934.00,152626.00,11826646.50,5759826.00,102291.00,730029.00,550810.00,5090796.00,4354110.00,1036995.00,115989.00,7756917.00,1051351.00,604739.00,58007546.50,303928227.70
Jun-22,103031713.50,,26732283.20,4608725.00,1329460.00,78676238.00,12963081.50,2564163.00,918054.00,4378073.00,235201791.20,120785.00,4664327.00,2088419.00,11056976.67,146470.00,12386018.00,6357543.00,90878.00,1045168.00,591805.00,5447409.00,4234960.00,1246145.00,112158.00,7444537.27,1001276.00,627770.00,58662644.94,293864436.14
Jul-22,104264866.00,,26900154.83,4351792.50,1350723.00,77648848.33,12954243.83,2723396.00,872970.00,4451192.00,235518186.50,120594.00,4587861.00,1986517.00,10103847.33,126397.00,12456926.00,5614221.00,88623.00,1025372.00,677100.00,5262961.00,3784702.00,1280253.00,125213.00,7679396.36,1133421.00,605855.67,56659260.36,292177446.86
Aug-22,102570412.00,,26598851.67,4706546.00,1346026.00,81049942.00,12298093.00,2758258.00,857469.00,4522037.00,236707634.67,108355.00,3782324.00,1967756.00,15958593.67,117978.00,12217056.00,4475628.78,79949.00,935219.33,666427.00,4950113.33,3558916.67,1306973.00,110426.00,7574782.72,1042283.00,608568.00,59461349.50,296168984.16
Sep-22,96702896.33,,25478916.83,4186606.00,1151862.00,77275944.33,12358169.00,2751714.00,813805.00,4885192.50,225605106.00,103004.45,3433438.00,1726758.00,11114220.00,117461.00,11317438.15,3877259.04,75238.00,986434.00,603056.00,4273875.00,3492060.89,1137276.00,98014.00,6856792.50,910602.00,568032.00,50690959.03,276296065.03
Oct-22,97725839.78,,25922757.42,4314758.00,1140633.00,80060281.30,12673042.33,2475246.00,833578.00,4161727.50,229307863.33,88184.70,2787664.33,1442046.00,11815878.50,121517.00,10126264.00,4013775.00,80250.00,1067815.00,549253.00,3595529.00,3767401.35,989853.00,109957.00,6383539.50,793788.33,621741.00,48354456.72,277662320.05
Nov-22,91232895.94,,25341851.42,4204889.83,1083675.00,78292153.49,12058830.10,2356602.87,753786.67,3981059.74,219305745.06,78701.60,1962327.33,1075046.00,12089887.33,118777.00,8553991.33,3891576.00,79253.00,1043329.00,434919.00,2591340.00,3679731.50,1116724.00,108182.00,5999162.01,687860.67,566039.67,44076847.45,263382592.50
Dec-22,94521073.44,,25709556.45,3996153.67,1033580.00,77431924.89,13691518.28,2643476.00,702579.00,3663512.00,223393373.72,79630.25,1928171.00,1046228.00,14649501.77,64548.00,9402628.94,3929492.68,83499.00,925554.00,377947.00,2787761.67,3919132.67,1042140.11,117520.00,6647046.83,837645.33,549081.00,48387528.25,271780901.97
Jan-23,92825501.00,,18916755.83,3467485.00,1348554.00,68014453.67,10690318.28,2747172.00,505343.00,3633416.00,202148998.78,71492.60,754459.00,1046706.00,14114382.67,86922.00,8382301.11,3514584.33,72710.00,410464.00,293541.00,2223655.00,3997461.67,397933.22,108532.00,3521634.91,841556.00,273571.00,40111906.51,242260905.29
Feb-23,87620851.00,,18742790.38,3802494.00,1184001.67,64456578.81,10358726.00,2681413.00,1117840.00,4101059.00,194065753.86,67269.33,601626.00,1041889.00,12899270.70,123846.67,7379111.00,3065536.00,157958.00,380364.00,248344.00,2233409.67,3852673.00,919027.00,103380.00,5371839.78,785020.00,363709.00,39594273.14,233660027.00
Mar-23,100169843.98,,25226415.80,3307858.00,1341225.00,79319774.00,12226180.09,3043233.00,731816.00,4269576.00,229635921.87,83325.70,1870948.00,1249884.00,14838153.00,144575.00,8871062.00,3493511.00,,1338894.00,348062.00,2759457.00,4578092.00,1052516.50,143087.00,6568208.00,679904.00,553393.50,48573072.70,278208994.57
Apr-23,99782405.00,,26167666.00,6031481.00,1141940.00,73849347.00,11099043.00,1428990.00,1256124.00,5135803.00,225892799.00,123030.00,904679.00,1424780.00,14057929.00,144168.00,10247950.00,3362112.67,99985.00,1161333.00,460676.00,3709254.00,4605369.00,773984.00,151992.00,6525296.00,635064.00,432899.00,48820500.67,274713299.67
May-23,108412542.00,5609099.00,24382435.00,3851481.00,1160004.00,75592159.00,12192073.00,1067624.00,1156558.00,4183327.00,237607302.00,82354.00,488893.00,644134.00,12768235.00,183651.00,12295655.00,3724130.00,,1943367.00,669045.00,1958012.00,5286284.00,1143308.00,157680.00,7151866.00,465706.00,422694.00,49385014.00,286992316.00
Jun-23,96804727.00,5263018.00,27042847.00,4391293.00,1097629.00,71227752.00,11723391.00,1294744.00,1299678.00,4767740.00,224912819.00,126946.00,681671.00,1032058.00,12748987.00,168416.00,14301475.00,4567687.00,100693.00,1591806.00,897307.00,2771417.00,5835226.00,1183654.00,151894.00,9359673.00,906849.00,799756.00,57225515.00,282138334.00
Jul-23,104504744.00,5266320.00,27028655.00,4771731.00,1907107.00,75582563.00,12483726.00,1581520.00,1323469.00,5074245.00,239524080.00,130070.00,703764.00,880314.00,13119599.00,161611.00,13884138.00,3839815.00,98567.00,1680301.00,1002109.00,2708066.00,5674693.00,1279081.00,300193.00,8319713.00,1047402.00,831842.00,55661278.00,295185358.00
Aug-23,104669900.00,5265501.00,26558674.00,4784491.00,1156513.00,78244564.00,12127284.00,1266558.00,1351566.00,4933938.00,240358989.00,240494.00,672483.00,962523.00,13141243.00,164312.00,12944121.00,5133891.00,94871.00,1549691.00,1053635.00,2951684.00,5195972.00,1216763.00,326692.00,10070807.00,970748.00,906964.00,57596894.00,297955883.00
Sep-23,99815903.00,4849911.00,24546338.00,4751650.00,2253008.00,74748276.00,11494783.00,1553291.00,1504945.00,4598383.00,230116488.00,254128.00,687796.00,909577.00,12930109.00,168239.00,12535410.00,5402799.00,92556.00,1372079.00,989961.00,2662129.00,4753979.00,594166.00,257675.00,9000240.00,993744.00,826430.00,54431017.00,284547505.00
Oct-23,103139285.00,4926032.00,28741987.00,4589947.00,1120318.00,72802709.00,11736257.00,1605819.00,1592686.00,4634045.00,234889085.00,273629.00,561784.00,904744.00,12182529.00,269256.00,12174837.00,4778863.00,99203.00,1305851.00,1027783.00,2603379.00,5053207.00,558696.00,277949.00,8712739.00,1072367.00,929157.00,52785973.00,287675058.00
Nov-23,106111265.00,1680598.00,26032947.00,4288592.00,1615459.00,71259193.00,11324296.00,1634004.00,1367159.00,3626720.00,228940233.00,258482.00,501056.00,1085459.00,13491694.00,282263.00,10737176.00,5020703.00,177729.00,1396646.00,924274.00,2490810.00,4466831.00,981159.00,242121.00,7643664.00,1102137.00,1248088.00,52050292.00,280990525.00
Dec-23,104343803.00,1707080.00,25361241.00,4284054.00,1736311.00,77452101.00,9079425.00,1908070.00,1643469.00,3698896.00,231214450.00,294845.00,449067.00,959290.00,14263725.00,192190.00,9931321.00,5136592.00,106246.00,1463859.00,758872.00,2256990.00,4628669.00,1077103.00,262848.00,7669052.00,1045909.00,909733.00,51406311.00,282620761.00
