"","Año","Fecha..DD.MM.AAAA.","Metal","Valor","Métrica"
"2492",2022,"2022-01-04","Oro",237042.07,"Precio de Venta"
"2498",2022,"2022-01-05","Oro",237849.79,"Precio de Venta"
"2504",2022,"2022-01-06","Oro",237348.34,"Precio de Venta"
"2510",2022,"2022-01-07","Oro",232377.17,"Precio de Venta"
"2516",2022,"2022-01-08","Oro",232377.17,"Precio de Venta"
"2522",2022,"2022-01-09","Oro",232377.17,"Precio de Venta"
"2528",2022,"2022-01-10","Oro",232377.17,"Precio de Venta"
"2534",2022,"2022-01-11","Oro",233246.42,"Precio de Venta"
"2540",2022,"2022-01-12","Oro",233036.58,"Precio de Venta"
"2546",2022,"2022-01-13","Oro",232485.34,"Precio de Venta"
"2552",2022,"2022-01-14","Oro",231199.53,"Precio de Venta"
"2558",2022,"2022-01-15","Oro",231199.53,"Precio de Venta"
"2564",2022,"2022-01-16","Oro",231199.53,"Precio de Venta"
"2570",2022,"2022-01-17","Oro",234064.6,"Precio de Venta"
"2576",2022,"2022-01-18","Oro",233409.76,"Precio de Venta"
"2582",2022,"2022-01-19","Oro",235653.4,"Precio de Venta"
"2588",2022,"2022-01-20","Oro",235183.19,"Precio de Venta"
"2594",2022,"2022-01-21","Oro",236178.35,"Precio de Venta"
"2600",2022,"2022-01-22","Oro",236178.35,"Precio de Venta"
"2606",2022,"2022-01-23","Oro",236178.35,"Precio de Venta"
"2612",2022,"2022-01-24","Oro",234211.64,"Precio de Venta"
"2618",2022,"2022-01-25","Oro",234224.81,"Precio de Venta"
"2624",2022,"2022-01-26","Oro",236815.16,"Precio de Venta"
"2630",2022,"2022-01-27","Oro",233029.16,"Precio de Venta"
"2636",2022,"2022-01-28","Oro",229102.78,"Precio de Venta"
"2642",2022,"2022-01-29","Oro",229102.78,"Precio de Venta"
"2648",2022,"2022-01-30","Oro",229102.78,"Precio de Venta"
"2654",2022,"2022-01-31","Oro",228961.05,"Precio de Venta"
"2660",2022,"2022-02-01","Oro",227568.92,"Precio de Venta"
"2666",2022,"2022-02-02","Oro",227045.62,"Precio de Venta"
"2672",2022,"2022-02-03","Oro",227782.44,"Precio de Venta"
"2678",2022,"2022-02-04","Oro",227777.66,"Precio de Venta"
"2684",2022,"2022-02-05","Oro",227777.66,"Precio de Venta"
"2690",2022,"2022-02-06","Oro",227777.66,"Precio de Venta"
"2696",2022,"2022-02-07","Oro",229924.37,"Precio de Venta"
"2702",2022,"2022-02-08","Oro",231119.52,"Precio de Venta"
"2708",2022,"2022-02-09","Oro",232364.85,"Precio de Venta"
"2714",2022,"2022-02-10","Oro",231494.04,"Precio de Venta"
"2720",2022,"2022-02-11","Oro",231178.05,"Precio de Venta"
"2726",2022,"2022-02-12","Oro",231178.05,"Precio de Venta"
"2732",2022,"2022-02-13","Oro",231178.05,"Precio de Venta"
"2738",2022,"2022-02-14","Oro",230635.48,"Precio de Venta"
"2744",2022,"2022-02-15","Oro",236330.73,"Precio de Venta"
"2750",2022,"2022-02-16","Oro",234571.96,"Precio de Venta"
"2756",2022,"2022-02-17","Oro",237363.28,"Precio de Venta"
"2762",2022,"2022-02-18","Oro",240657.94,"Precio de Venta"
"2768",2022,"2022-02-19","Oro",240657.94,"Precio de Venta"
"2774",2022,"2022-02-20","Oro",240657.94,"Precio de Venta"
"2780",2022,"2022-02-21","Oro",239093.5,"Precio de Venta"
"2786",2022,"2022-02-22","Oro",239200.82,"Precio de Venta"
"2792",2022,"2022-02-23","Oro",240228.83,"Precio de Venta"
"2798",2022,"2022-02-24","Oro",239670.77,"Precio de Venta"
"2804",2022,"2022-02-25","Oro",245291.15,"Precio de Venta"
"2810",2022,"2022-02-26","Oro",245291.15,"Precio de Venta"
"2816",2022,"2022-02-27","Oro",245291.15,"Precio de Venta"
"2822",2022,"2022-02-28","Oro",236975.85,"Precio de Venta"
"2828",2022,"2022-03-01","Oro",240103.28,"Precio de Venta"
"2834",2022,"2022-03-02","Oro",241095.62,"Precio de Venta"
"2840",2022,"2022-03-03","Oro",239513.34,"Precio de Venta"
"2846",2022,"2022-03-04","Oro",233993.32,"Precio de Venta"
"2852",2022,"2022-03-05","Oro",233993.32,"Precio de Venta"
"2858",2022,"2022-03-06","Oro",233993.32,"Precio de Venta"
"2864",2022,"2022-03-07","Oro",238044.91,"Precio de Venta"
"2870",2022,"2022-03-08","Oro",242872.3,"Precio de Venta"
"2876",2022,"2022-03-09","Oro",248276.03,"Precio de Venta"
"2882",2022,"2022-03-10","Oro",239563.99,"Precio de Venta"
"2888",2022,"2022-03-11","Oro",243031.55,"Precio de Venta"
"2894",2022,"2022-03-12","Oro",243031.55,"Precio de Venta"
"2900",2022,"2022-03-13","Oro",243031.55,"Precio de Venta"
"2906",2022,"2022-03-14","Oro",243501.71,"Precio de Venta"
"2912",2022,"2022-03-15","Oro",238785.19,"Precio de Venta"
"2918",2022,"2022-03-16","Oro",236045.37,"Precio de Venta"
"2924",2022,"2022-03-17","Oro",235395.05,"Precio de Venta"
"2930",2022,"2022-03-18","Oro",239224.1,"Precio de Venta"
"2936",2022,"2022-03-19","Oro",239224.1,"Precio de Venta"
"2942",2022,"2022-03-20","Oro",239224.1,"Precio de Venta"
"2948",2022,"2022-03-21","Oro",239224.1,"Precio de Venta"
"2954",2022,"2022-03-22","Oro",237696.45,"Precio de Venta"
"2960",2022,"2022-03-23","Oro",231877.55,"Precio de Venta"
"2966",2022,"2022-03-24","Oro",233314.36,"Precio de Venta"
"2972",2022,"2022-03-25","Oro",240024.51,"Precio de Venta"
"2978",2022,"2022-03-26","Oro",240024.51,"Precio de Venta"
"2984",2022,"2022-03-27","Oro",240024.51,"Precio de Venta"
"2990",2022,"2022-03-28","Oro",237800.46,"Precio de Venta"
"2996",2022,"2022-03-29","Oro",235764.28,"Precio de Venta"
"3002",2022,"2022-03-30","Oro",231259.75,"Precio de Venta"
"3008",2022,"2022-03-31","Oro",233040.14,"Precio de Venta"
"3014",2022,"2022-04-01","Oro",234532.37,"Precio de Venta"
"3020",2022,"2022-04-02","Oro",234532.37,"Precio de Venta"
"3026",2022,"2022-04-03","Oro",234532.37,"Precio de Venta"
"3032",2022,"2022-04-04","Oro",234156.41,"Precio de Venta"
"3038",2022,"2022-04-05","Oro",230055.44,"Precio de Venta"
"3044",2022,"2022-04-06","Oro",232746.73,"Precio de Venta"
"3050",2022,"2022-04-07","Oro",232492.49,"Precio de Venta"
"3056",2022,"2022-04-08","Oro",234336.59,"Precio de Venta"
"3062",2022,"2022-04-09","Oro",234336.59,"Precio de Venta"
"3068",2022,"2022-04-10","Oro",234336.59,"Precio de Venta"
"3074",2022,"2022-04-11","Oro",235776.29,"Precio de Venta"
"3080",2022,"2022-04-12","Oro",234922.74,"Precio de Venta"
"3086",2022,"2022-04-13","Oro",235571.95,"Precio de Venta"
"3092",2022,"2022-04-14","Oro",235571.95,"Precio de Venta"
"3098",2022,"2022-04-15","Oro",235571.95,"Precio de Venta"
"3104",2022,"2022-04-16","Oro",235571.95,"Precio de Venta"
"3110",2022,"2022-04-17","Oro",235571.95,"Precio de Venta"
"3116",2022,"2022-04-18","Oro",235899.42,"Precio de Venta"
"3122",2022,"2022-04-19","Oro",235520.07,"Precio de Venta"
"3128",2022,"2022-04-20","Oro",237159.59,"Precio de Venta"
"3134",2022,"2022-04-21","Oro",235590.21,"Precio de Venta"
"3140",2022,"2022-04-22","Oro",234938.89,"Precio de Venta"
"3146",2022,"2022-04-23","Oro",234938.89,"Precio de Venta"
"3152",2022,"2022-04-24","Oro",234938.89,"Precio de Venta"
"3158",2022,"2022-04-25","Oro",238395.02,"Precio de Venta"
"3164",2022,"2022-04-26","Oro",239543.83,"Precio de Venta"
"3170",2022,"2022-04-27","Oro",241730.36,"Precio de Venta"
"3176",2022,"2022-04-28","Oro",240538.08,"Precio de Venta"
"3182",2022,"2022-04-29","Oro",241941.98,"Precio de Venta"
"3188",2022,"2022-04-30","Oro",241941.98,"Precio de Venta"
"3194",2022,"2022-05-01","Oro",241941.98,"Precio de Venta"
"3200",2022,"2022-05-02","Oro",243726.14,"Precio de Venta"
"3206",2022,"2022-05-03","Oro",246048.94,"Precio de Venta"
"3212",2022,"2022-05-04","Oro",241431.19,"Precio de Venta"
"3218",2022,"2022-05-05","Oro",243050.87,"Precio de Venta"
"3224",2022,"2022-05-06","Oro",248592.39,"Precio de Venta"
"3230",2022,"2022-05-07","Oro",248592.39,"Precio de Venta"
"3236",2022,"2022-05-08","Oro",248592.39,"Precio de Venta"
"3242",2022,"2022-05-09","Oro",245339.57,"Precio de Venta"
"3248",2022,"2022-05-10","Oro",244448.21,"Precio de Venta"
"3254",2022,"2022-05-11","Oro",244038.61,"Precio de Venta"
"3260",2022,"2022-05-12","Oro",242948.63,"Precio de Venta"
"3266",2022,"2022-05-13","Oro",242729.82,"Precio de Venta"
"3272",2022,"2022-05-14","Oro",242729.82,"Precio de Venta"
"3278",2022,"2022-05-15","Oro",242729.82,"Precio de Venta"
"3284",2022,"2022-05-16","Oro",239408.26,"Precio de Venta"
"3290",2022,"2022-05-17","Oro",236793.97,"Precio de Venta"
"3296",2022,"2022-05-18","Oro",236686.56,"Precio de Venta"
"3302",2022,"2022-05-19","Oro",236039.82,"Precio de Venta"
"3308",2022,"2022-05-20","Oro",240160.33,"Precio de Venta"
"3314",2022,"2022-05-21","Oro",240160.33,"Precio de Venta"
"3320",2022,"2022-05-22","Oro",240160.33,"Precio de Venta"
"3326",2022,"2022-05-23","Oro",235284.41,"Precio de Venta"
"3332",2022,"2022-05-24","Oro",235749.79,"Precio de Venta"
"3338",2022,"2022-05-25","Oro",238390.57,"Precio de Venta"
"3344",2022,"2022-05-26","Oro",235123.42,"Precio de Venta"
"3350",2022,"2022-05-27","Oro",233583.73,"Precio de Venta"
"3356",2022,"2022-05-28","Oro",233583.73,"Precio de Venta"
"3362",2022,"2022-05-29","Oro",233583.73,"Precio de Venta"
"3368",2022,"2022-05-30","Oro",233583.73,"Precio de Venta"
"3374",2022,"2022-05-31","Oro",233324.19,"Precio de Venta"
"3380",2022,"2022-06-01","Oro",223251.12,"Precio de Venta"
"3386",2022,"2022-06-02","Oro",224906.68,"Precio de Venta"
"3392",2022,"2022-06-03","Oro",224505.71,"Precio de Venta"
"3398",2022,"2022-06-04","Oro",224505.71,"Precio de Venta"
"3404",2022,"2022-06-05","Oro",224505.71,"Precio de Venta"
"3410",2022,"2022-06-06","Oro",223713.86,"Precio de Venta"
"3416",2022,"2022-06-07","Oro",225647.93,"Precio de Venta"
"3422",2022,"2022-06-08","Oro",225428.5,"Precio de Venta"
"3428",2022,"2022-06-09","Oro",225346.51,"Precio de Venta"
"3434",2022,"2022-06-10","Oro",227368.02,"Precio de Venta"
"3440",2022,"2022-06-11","Oro",227368.02,"Precio de Venta"
"3446",2022,"2022-06-12","Oro",227368.02,"Precio de Venta"
"3452",2022,"2022-06-13","Oro",230195.87,"Precio de Venta"
"3458",2022,"2022-06-14","Oro",236423.97,"Precio de Venta"
"3464",2022,"2022-06-15","Oro",232628.65,"Precio de Venta"
"3470",2022,"2022-06-16","Oro",230081.05,"Precio de Venta"
"3476",2022,"2022-06-17","Oro",229734.46,"Precio de Venta"
"3482",2022,"2022-06-18","Oro",229734.46,"Precio de Venta"
"3488",2022,"2022-06-19","Oro",229734.46,"Precio de Venta"
"3494",2022,"2022-06-20","Oro",229734.46,"Precio de Venta"
"3500",2022,"2022-06-21","Oro",230573.03,"Precio de Venta"
"3506",2022,"2022-06-22","Oro",238254.33,"Precio de Venta"
"3512",2022,"2022-06-23","Oro",238437.79,"Precio de Venta"
"3518",2022,"2022-06-24","Oro",240945.06,"Precio de Venta"
"3524",2022,"2022-06-25","Oro",240945.06,"Precio de Venta"
"3530",2022,"2022-06-26","Oro",240945.06,"Precio de Venta"
"3536",2022,"2022-06-27","Oro",240945.06,"Precio de Venta"
"3542",2022,"2022-06-28","Oro",242493.15,"Precio de Venta"
"3548",2022,"2022-06-29","Oro",239182.38,"Precio de Venta"
"3554",2022,"2022-06-30","Oro",241217.63,"Precio de Venta"
"3560",2022,"2022-07-01","Oro",242504.95,"Precio de Venta"
"3566",2022,"2022-07-02","Oro",242504.95,"Precio de Venta"
"3572",2022,"2022-07-03","Oro",242504.95,"Precio de Venta"
"3578",2022,"2022-07-04","Oro",242504.95,"Precio de Venta"
"3584",2022,"2022-07-05","Oro",244122.36,"Precio de Venta"
"3590",2022,"2022-07-06","Oro",242688.96,"Precio de Venta"
"3596",2022,"2022-07-07","Oro",245274.44,"Precio de Venta"
"3602",2022,"2022-07-08","Oro",245567.9,"Precio de Venta"
"3608",2022,"2022-07-09","Oro",245567.9,"Precio de Venta"
"3614",2022,"2022-07-10","Oro",245567.9,"Precio de Venta"
"3620",2022,"2022-07-11","Oro",245235.91,"Precio de Venta"
"3626",2022,"2022-07-12","Oro",252483.21,"Precio de Venta"
"3632",2022,"2022-07-13","Oro",257487.08,"Precio de Venta"
"3638",2022,"2022-07-14","Oro",252730.96,"Precio de Venta"
"3644",2022,"2022-07-15","Oro",247128.87,"Precio de Venta"
"3650",2022,"2022-07-16","Oro",247128.87,"Precio de Venta"
"3656",2022,"2022-07-17","Oro",247128.87,"Precio de Venta"
"3662",2022,"2022-07-18","Oro",241117.82,"Precio de Venta"
"3668",2022,"2022-07-19","Oro",238507.23,"Precio de Venta"
"3674",2022,"2022-07-20","Oro",238507.23,"Precio de Venta"
"3680",2022,"2022-07-21","Oro",236491.17,"Precio de Venta"
"3686",2022,"2022-07-22","Oro",241764.88,"Precio de Venta"
"3692",2022,"2022-07-23","Oro",241764.88,"Precio de Venta"
"3698",2022,"2022-07-24","Oro",241764.88,"Precio de Venta"
"3704",2022,"2022-07-25","Oro",247047.05,"Precio de Venta"
"3710",2022,"2022-07-26","Oro",246567.11,"Precio de Venta"
"3716",2022,"2022-07-27","Oro",245812.97,"Precio de Venta"
"3722",2022,"2022-07-28","Oro",243618.59,"Precio de Venta"
"3728",2022,"2022-07-29","Oro",246675.16,"Precio de Venta"
"3734",2022,"2022-07-30","Oro",246675.16,"Precio de Venta"
"3740",2022,"2022-07-31","Oro",246675.16,"Precio de Venta"
"3746",2022,"2022-08-01","Oro",242421.28,"Precio de Venta"
"3752",2022,"2022-08-02","Oro",241953.37,"Precio de Venta"
"3758",2022,"2022-08-03","Oro",246808.23,"Precio de Venta"
"3764",2022,"2022-08-04","Oro",245253.5,"Precio de Venta"
"3770",2022,"2022-08-05","Oro",244706.76,"Precio de Venta"
"3776",2022,"2022-08-06","Oro",244706.76,"Precio de Venta"
"3782",2022,"2022-08-07","Oro",244706.76,"Precio de Venta"
"3788",2022,"2022-08-08","Oro",247273.97,"Precio de Venta"
"3794",2022,"2022-08-09","Oro",247048.34,"Precio de Venta"
"3800",2022,"2022-08-10","Oro",248749.34,"Precio de Venta"
"3806",2022,"2022-08-11","Oro",246651.5,"Precio de Venta"
"3812",2022,"2022-08-12","Oro",244430.7,"Precio de Venta"
"3818",2022,"2022-08-13","Oro",244430.7,"Precio de Venta"
"3824",2022,"2022-08-14","Oro",244430.7,"Precio de Venta"
"3830",2022,"2022-08-15","Oro",244430.7,"Precio de Venta"
"3836",2022,"2022-08-16","Oro",239071.02,"Precio de Venta"
"3842",2022,"2022-08-17","Oro",240718.03,"Precio de Venta"
"3848",2022,"2022-08-18","Oro",245247.96,"Precio de Venta"
"3854",2022,"2022-08-19","Oro",250547.2,"Precio de Venta"
"3860",2022,"2022-08-20","Oro",250547.2,"Precio de Venta"
"3866",2022,"2022-08-21","Oro",250547.2,"Precio de Venta"
"3872",2022,"2022-08-22","Oro",247680.87,"Precio de Venta"
"3878",2022,"2022-08-23","Oro",245144.38,"Precio de Venta"
"3884",2022,"2022-08-24","Oro",245637.95,"Precio de Venta"
"3890",2022,"2022-08-25","Oro",245833.52,"Precio de Venta"
"3896",2022,"2022-08-26","Oro",248511.1,"Precio de Venta"
"3902",2022,"2022-08-27","Oro",248511.1,"Precio de Venta"
"3908",2022,"2022-08-28","Oro",248511.1,"Precio de Venta"
"3914",2022,"2022-08-29","Oro",247063.01,"Precio de Venta"
"3920",2022,"2022-08-30","Oro",246956.59,"Precio de Venta"
"3926",2022,"2022-08-31","Oro",244782.77,"Precio de Venta"
"3932",2022,"2022-09-01","Oro",243992.97,"Precio de Venta"
"3938",2022,"2022-09-02","Oro",243332.52,"Precio de Venta"
"3944",2022,"2022-09-03","Oro",243332.52,"Precio de Venta"
"3950",2022,"2022-09-04","Oro",243332.52,"Precio de Venta"
"3956",2022,"2022-09-05","Oro",245929.86,"Precio de Venta"
"3962",2022,"2022-09-06","Oro",245707.26,"Precio de Venta"
"3968",2022,"2022-09-07","Oro",245240,"Precio de Venta"
"3974",2022,"2022-09-08","Oro",243400.23,"Precio de Venta"
"3980",2022,"2022-09-09","Oro",241628.31,"Precio de Venta"
"3986",2022,"2022-09-10","Oro",241628.31,"Precio de Venta"
"3992",2022,"2022-09-11","Oro",241628.31,"Precio de Venta"
"3998",2022,"2022-09-12","Oro",240472.72,"Precio de Venta"
"4004",2022,"2022-09-13","Oro",241275.4,"Precio de Venta"
"4010",2022,"2022-09-14","Oro",241934.97,"Precio de Venta"
"4016",2022,"2022-09-15","Oro",240480.47,"Precio de Venta"
"4022",2022,"2022-09-16","Oro",239197.57,"Precio de Venta"
"4028",2022,"2022-09-17","Oro",239197.57,"Precio de Venta"
"4034",2022,"2022-09-18","Oro",239197.57,"Precio de Venta"
"4040",2022,"2022-09-19","Oro",237404.96,"Precio de Venta"
"4046",2022,"2022-09-20","Oro",236295.49,"Precio de Venta"
"4052",2022,"2022-09-21","Oro",236506.48,"Precio de Venta"
"4058",2022,"2022-09-22","Oro",236696.52,"Precio de Venta"
"4064",2022,"2022-09-23","Oro",235419.57,"Precio de Venta"
"4070",2022,"2022-09-24","Oro",235419.57,"Precio de Venta"
"4076",2022,"2022-09-25","Oro",235419.57,"Precio de Venta"
"4082",2022,"2022-09-26","Oro",233900.65,"Precio de Venta"
"4088",2022,"2022-09-27","Oro",237598.1,"Precio de Venta"
"4094",2022,"2022-09-28","Oro",239412.33,"Precio de Venta"
"4100",2022,"2022-09-29","Oro",238336.59,"Precio de Venta"
"4106",2022,"2022-09-30","Oro",241119.92,"Precio de Venta"
"4112",2022,"2022-10-01","Oro",241119.92,"Precio de Venta"
"4118",2022,"2022-10-02","Oro",241119.92,"Precio de Venta"
"4124",2022,"2022-10-03","Oro",246732.34,"Precio de Venta"
"4130",2022,"2022-10-04","Oro",243830.54,"Precio de Venta"
"4136",2022,"2022-10-05","Oro",247260.3,"Precio de Venta"
"4142",2022,"2022-10-06","Oro",248698.43,"Precio de Venta"
"4148",2022,"2022-10-07","Oro",255040.54,"Precio de Venta"
"4154",2022,"2022-10-08","Oro",255040.54,"Precio de Venta"
"4160",2022,"2022-10-09","Oro",255040.54,"Precio de Venta"
"4166",2022,"2022-10-10","Oro",251137.88,"Precio de Venta"
"4172",2022,"2022-10-11","Oro",248235.83,"Precio de Venta"
"4178",2022,"2022-10-12","Oro",246833.98,"Precio de Venta"
"4184",2022,"2022-10-13","Oro",247678.62,"Precio de Venta"
"4190",2022,"2022-10-14","Oro",244791.22,"Precio de Venta"
"4196",2022,"2022-10-15","Oro",244791.22,"Precio de Venta"
"4202",2022,"2022-10-16","Oro",244791.22,"Precio de Venta"
"4208",2022,"2022-10-17","Oro",244791.22,"Precio de Venta"
"4214",2022,"2022-10-18","Oro",248176.8,"Precio de Venta"
"4220",2022,"2022-10-19","Oro",252122.83,"Precio de Venta"
"4226",2022,"2022-10-20","Oro",252601.37,"Precio de Venta"
"4232",2022,"2022-10-21","Oro",256860.56,"Precio de Venta"
"4238",2022,"2022-10-22","Oro",256860.56,"Precio de Venta"
"4244",2022,"2022-10-23","Oro",256860.56,"Precio de Venta"
"4250",2022,"2022-10-24","Oro",259574.84,"Precio de Venta"
"4256",2022,"2022-10-25","Oro",263460.12,"Precio de Venta"
"4262",2022,"2022-10-26","Oro",263964.05,"Precio de Venta"
"4268",2022,"2022-10-27","Oro",262325.11,"Precio de Venta"
"4274",2022,"2022-10-28","Oro",257308.22,"Precio de Venta"
"4280",2022,"2022-10-29","Oro",257308.22,"Precio de Venta"
"4286",2022,"2022-10-30","Oro",257308.22,"Precio de Venta"
"4292",2022,"2022-10-31","Oro",255361.92,"Precio de Venta"
"4298",2022,"2022-11-01","Oro",258139.41,"Precio de Venta"
"4304",2022,"2022-11-02","Oro",263188.31,"Precio de Venta"
"4310",2022,"2022-11-03","Oro",266011.33,"Precio de Venta"
"4316",2022,"2022-11-04","Oro",264865.84,"Precio de Venta"
"4322",2022,"2022-11-05","Oro",264865.84,"Precio de Venta"
"4328",2022,"2022-11-06","Oro",264865.84,"Precio de Venta"
"4334",2022,"2022-11-07","Oro",264865.84,"Precio de Venta"
"4340",2022,"2022-11-08","Oro",273201.51,"Precio de Venta"
"4346",2022,"2022-11-09","Oro",270561.6,"Precio de Venta"
"4352",2022,"2022-11-10","Oro",271029.34,"Precio de Venta"
"4358",2022,"2022-11-11","Oro",269596.52,"Precio de Venta"
"4364",2022,"2022-11-12","Oro",269596.52,"Precio de Venta"
"4370",2022,"2022-11-13","Oro",269596.52,"Precio de Venta"
"4376",2022,"2022-11-14","Oro",269596.52,"Precio de Venta"
"4382",2022,"2022-11-15","Oro",273328.14,"Precio de Venta"
"4388",2022,"2022-11-16","Oro",273421.39,"Precio de Venta"
"4394",2022,"2022-11-17","Oro",280609.96,"Precio de Venta"
"4400",2022,"2022-11-18","Oro",283947.04,"Precio de Venta"
"4406",2022,"2022-11-19","Oro",283947.04,"Precio de Venta"
"4412",2022,"2022-11-20","Oro",283947.04,"Precio de Venta"
"4418",2022,"2022-11-21","Oro",281272.64,"Precio de Venta"
"4424",2022,"2022-11-22","Oro",277449.13,"Precio de Venta"
"4430",2022,"2022-11-23","Oro",275385.52,"Precio de Venta"
"4436",2022,"2022-11-24","Oro",272793.08,"Precio de Venta"
"4442",2022,"2022-11-25","Oro",275183.73,"Precio de Venta"
"4448",2022,"2022-11-26","Oro",275183.73,"Precio de Venta"
"4454",2022,"2022-11-27","Oro",275183.73,"Precio de Venta"
"4460",2022,"2022-11-28","Oro",274936.99,"Precio de Venta"
"4466",2022,"2022-11-29","Oro",271813.61,"Precio de Venta"
"4472",2022,"2022-11-30","Oro",271018.79,"Precio de Venta"
"4478",2022,"2022-12-01","Oro",271485.26,"Precio de Venta"
"4484",2022,"2022-12-02","Oro",277054.57,"Precio de Venta"
"4490",2022,"2022-12-03","Oro",277054.57,"Precio de Venta"
"4496",2022,"2022-12-04","Oro",277054.57,"Precio de Venta"
"4502",2022,"2022-12-05","Oro",273546.29,"Precio de Venta"
"4508",2022,"2022-12-06","Oro",274908.73,"Precio de Venta"
"4514",2022,"2022-12-07","Oro",274783.89,"Precio de Venta"
"4520",2022,"2022-12-08","Oro",274783.89,"Precio de Venta"
"4526",2022,"2022-12-09","Oro",277748.94,"Precio de Venta"
"4532",2022,"2022-12-10","Oro",277748.94,"Precio de Venta"
"4538",2022,"2022-12-11","Oro",277748.94,"Precio de Venta"
"4544",2022,"2022-12-12","Oro",278111.63,"Precio de Venta"
"4550",2022,"2022-12-13","Oro",277796.1,"Precio de Venta"
"4556",2022,"2022-12-14","Oro",280922.48,"Precio de Venta"
"4562",2022,"2022-12-15","Oro",277762.11,"Precio de Venta"
"4568",2022,"2022-12-16","Oro",275072.89,"Precio de Venta"
"4574",2022,"2022-12-17","Oro",275072.89,"Precio de Venta"
"4580",2022,"2022-12-18","Oro",275072.89,"Precio de Venta"
"4586",2022,"2022-12-19","Oro",276775.61,"Precio de Venta"
"4592",2022,"2022-12-20","Oro",275284.8,"Precio de Venta"
"4598",2022,"2022-12-21","Oro",278136.54,"Precio de Venta"
